eto
3.81639141364537
4.0451118782804185
3.468660949890129
3.1335522541200964
2.4065045431017453
2.1221339645702173
2.312756592530228
3.054677081729117
3.529197553070122
3.9088014664852135
3.8503766758408284
3.732854187113312
