eto
4.184445565442284
4.193144055576699
3.5186322818984777
2.7805392369827646
2.0833118926725005
1.7835132828202027
1.9669329973342045
2.603152387453176
3.192430835095524
3.7048351130506525
3.656183647474252
3.8429501729669515
