eto
4.50847537766578
4.626468802667775
4.065418738943009
3.7712946941388954
3.2350215256517107
2.9230799052077905
3.2039860073189854
4.124211450286286
4.546549204738896
4.85961861861614
4.301623280355136
4.127792489412825
