eto
3.61671499178227
3.938614789410523
3.3527280230861205
2.972922829088788
2.4459381345783453
2.2255054774202567
2.389317387698007
2.9350028585612176
3.264788730198223
3.5535183507152603
3.503318294788737
3.5166178409082898
