eto
4.9903809692021985
4.756116448919922
4.412243937743351
4.041914667956285
3.457492475268838
3.30637428660348
3.4562038335181042
4.142511996121899
4.596021737504775
4.930503326620882
4.763842328063743
4.371859191167014
