,lat,lon
1067,-17.6005,-46.249
1068,-17.6005,-45.849
1069,-17.6005,-45.349
1070,-17.6005,-45.749
1071,-17.6005,-45.449
1072,-17.6005,-45.549
1073,-17.6005,-45.649
1074,-17.6005,-45.049
1075,-17.6005,-45.249
1076,-17.6005,-44.949
1077,-17.6005,-44.849
1078,-17.6005,-45.149
1079,-17.6005,-44.549
1080,-17.6005,-44.749
1081,-17.6005,-44.649
1082,-17.6005,-44.449
1083,-17.6005,-44.349
1084,-17.6005,-44.049
1085,-17.6005,-43.949
1086,-17.6005,-44.149
1087,-17.6005,-44.249
1088,-17.6005,-43.849
1089,-17.6005,-43.349
1090,-17.6005,-43.749
1091,-17.6005,-43.649
1092,-17.6005,-43.549
1093,-17.6005,-43.449
1094,-17.6005,-43.249
1095,-17.6005,-42.949
1096,-17.6005,-43.149
1097,-17.6005,-42.849
1098,-17.6005,-43.049
1099,-17.6005,-42.549
1100,-17.6005,-42.449
1101,-17.6005,-42.649
1102,-17.6005,-42.349
1103,-17.6005,-42.749
1104,-17.6005,-42.249
1105,-17.6005,-42.049
1106,-17.6005,-41.949
1107,-17.6005,-42.149
1108,-17.6005,-41.749
1109,-17.6005,-41.849
1110,-17.6005,-41.649
1111,-17.6005,-41.449
1112,-17.6005,-41.549
1113,-17.6005,-41.049
1114,-17.6005,-41.349
1115,-17.6005,-41.249
1116,-17.6005,-40.849
1117,-17.6005,-40.949
1118,-17.6005,-41.149
1119,-17.6005,-40.749
1120,-17.6005,-40.349
1121,-17.6005,-40.449
1122,-17.6005,-40.649
1123,-17.6005,-40.549
1124,-17.5005,-47.449
1125,-17.5005,-47.549
1126,-17.5005,-47.249
1127,-17.5005,-47.349
1128,-17.5005,-47.049
1129,-17.5005,-46.949
1130,-17.5005,-47.149
1131,-17.5005,-46.749
1132,-17.5005,-46.849
1133,-17.5005,-46.449
1134,-17.5005,-46.549
1135,-17.5005,-46.649
1136,-17.5005,-45.949
1137,-17.5005,-46.349
1138,-17.5005,-45.849
1139,-17.5005,-46.049
1140,-17.5005,-46.249
1141,-17.5005,-46.149
1142,-17.5005,-45.449
1143,-17.5005,-45.649
1144,-17.5005,-45.549
1145,-17.5005,-45.749
1146,-17.5005,-44.949
1147,-17.5005,-45.249
1148,-17.5005,-45.049
1149,-17.5005,-45.149
1150,-17.5005,-44.849
1151,-17.5005,-45.349
1152,-17.5005,-44.349
1153,-17.5005,-44.749
1154,-17.5005,-44.249
1155,-17.5005,-44.449
1156,-17.5005,-44.549
1157,-17.5005,-44.649
1158,-17.5005,-43.849
1159,-17.5005,-43.749
1160,-17.5005,-43.649
1161,-17.5005,-44.149
1162,-17.5005,-44.049
1163,-17.5005,-43.949
1164,-17.5005,-43.349
1165,-17.5005,-43.549
1166,-17.5005,-43.249
1167,-17.5005,-43.049
1168,-17.5005,-43.149
1169,-17.5005,-43.449
1170,-17.5005,-42.949
1171,-17.5005,-42.749
1172,-17.5005,-42.849
1173,-17.5005,-42.449
1174,-17.5005,-42.549
1175,-17.5005,-42.649
1176,-17.5005,-42.049
1177,-17.5005,-42.349
1178,-17.5005,-42.249
1179,-17.5005,-42.149
1180,-17.5005,-41.849
1181,-17.5005,-41.749
1182,-17.5005,-41.649
1183,-17.5005,-41.549
1184,-17.5005,-41.949
1185,-17.5005,-41.049
1186,-17.5005,-41.249
1187,-17.5005,-41.149
1188,-17.5005,-41.349
1189,-17.5005,-41.449
1190,-17.5005,-40.949
1191,-17.5005,-40.849
1192,-17.5005,-40.749
1193,-17.5005,-40.549
1194,-17.5005,-40.649
1195,-17.4005,-47.249
1196,-17.4005,-47.349
1197,-17.5005,-40.449
1198,-17.4005,-47.449
1199,-17.4005,-47.549
1200,-17.4005,-47.149
1201,-17.4005,-46.749
1202,-17.4005,-46.849
1203,-17.4005,-47.049
1204,-17.4005,-46.949
1205,-17.4005,-46.649
1206,-17.4005,-46.549
1207,-17.4005,-46.249
1208,-17.4005,-46.349
1209,-17.4005,-46.449
1210,-17.4005,-45.949
1211,-17.4005,-45.849
1212,-17.4005,-46.049
1213,-17.4005,-45.649
1214,-17.4005,-46.149
1215,-17.4005,-45.749
1216,-17.4005,-45.249
1217,-17.4005,-45.449
1218,-17.4005,-45.349
1219,-17.4005,-45.549
1220,-17.4005,-44.749
1221,-17.4005,-44.849
1222,-17.4005,-44.949
1223,-17.4005,-45.049
1224,-17.4005,-45.149
1225,-17.4005,-44.249
1226,-17.4005,-44.549
1227,-17.4005,-44.649
1228,-17.4005,-44.349
1229,-17.4005,-44.149
1230,-17.4005,-44.449
1231,-17.4005,-43.849
1232,-17.4005,-43.749
1233,-17.4005,-43.649
1234,-17.4005,-43.549
1235,-17.4005,-43.949
1236,-17.4005,-44.049
1237,-17.4005,-43.349
1238,-17.4005,-43.249
1239,-17.4005,-43.149
1240,-17.4005,-43.449
1241,-17.4005,-43.049
1242,-17.4005,-42.949
1243,-17.4005,-42.749
1244,-17.4005,-42.649
1245,-17.4005,-42.549
1246,-17.4005,-42.849
1247,-17.4005,-42.449
1248,-17.4005,-42.349
1249,-17.4005,-42.249
1250,-17.4005,-42.149
1251,-17.4005,-42.049
1252,-17.4005,-41.949
1253,-17.4005,-41.549
1254,-17.4005,-41.849
1255,-17.4005,-41.449
1256,-17.4005,-41.649
1257,-17.4005,-41.749
1258,-17.4005,-41.049
1259,-17.4005,-40.949
1260,-17.4005,-41.149
1261,-17.4005,-41.249
1262,-17.4005,-41.349
1263,-17.3005,-47.549
1264,-17.3005,-47.449
1265,-17.4005,-40.749
1266,-17.4005,-40.649
1267,-17.4005,-40.849
1268,-17.4005,-40.549
1269,-17.3005,-47.349
1270,-17.3005,-46.949
1271,-17.3005,-47.149
1272,-17.3005,-47.249
1273,-17.3005,-47.049
1274,-17.3005,-46.549
1275,-17.3005,-46.849
1276,-17.3005,-46.649
1277,-17.3005,-46.449
1278,-17.3005,-46.749
1279,-17.3005,-46.349
1280,-17.3005,-46.049
1281,-17.3005,-46.149
1282,-17.3005,-46.249
1283,-17.3005,-45.949
1284,-17.3005,-45.449
1285,-17.3005,-45.549
1286,-17.3005,-45.849
1287,-17.3005,-45.749
1288,-17.3005,-45.649
1289,-17.3005,-44.949
1290,-17.3005,-45.349
1291,-17.3005,-45.049
1292,-17.3005,-45.149
1293,-17.3005,-44.849
1294,-17.3005,-45.249
1295,-17.3005,-44.549
1296,-17.3005,-44.749
1297,-17.3005,-44.449
1298,-17.3005,-44.649
1299,-17.3005,-44.049
1300,-17.3005,-44.149
1301,-17.3005,-44.249
1302,-17.3005,-43.949
1303,-17.3005,-43.849
1304,-17.3005,-44.349
1305,-17.3005,-43.649
1306,-17.3005,-43.449
1307,-17.3005,-43.549
1308,-17.3005,-43.749
1309,-17.3005,-43.349
1310,-17.3005,-42.949
1311,-17.3005,-43.149
1312,-17.3005,-43.049
1313,-17.3005,-43.249
1314,-17.3005,-42.649
1315,-17.3005,-42.749
1316,-17.3005,-42.849
1317,-17.3005,-42.549
1318,-17.3005,-42.449
1319,-17.3005,-42.349
1320,-17.3005,-42.249
1321,-17.3005,-41.949
1322,-17.3005,-42.149
1323,-17.3005,-42.049
1324,-17.3005,-41.649
1325,-17.3005,-41.349
1326,-17.3005,-41.549
1327,-17.3005,-41.449
1328,-17.3005,-41.849
1329,-17.3005,-41.749
1330,-17.3005,-40.949
1331,-17.3005,-41.249
1332,-17.3005,-41.049
1333,-17.3005,-41.149
1334,-17.2005,-47.349
1335,-17.3005,-40.849
1336,-17.3005,-40.549
1337,-17.3005,-40.649
1338,-17.2005,-47.449
1339,-17.3005,-40.749
1340,-17.2005,-46.949
1341,-17.2005,-47.149
1342,-17.2005,-47.249
1343,-17.2005,-47.049
1344,-17.2005,-46.849
1345,-17.2005,-46.749
1346,-17.2005,-46.449
1347,-17.2005,-46.549
1348,-17.2005,-46.649
1349,-17.2005,-46.349
1350,-17.2005,-46.249
1351,-17.2005,-46.149
1352,-17.2005,-45.949
1353,-17.2005,-45.849
1354,-17.2005,-46.049
1355,-17.2005,-45.749
1356,-17.2005,-45.349
1357,-17.2005,-45.549
1358,-17.2005,-45.249
1359,-17.2005,-45.649
1360,-17.2005,-45.449
1361,-17.2005,-45.049
1362,-17.2005,-44.849
1363,-17.2005,-44.749
1364,-17.2005,-45.149
1365,-17.2005,-44.949
1366,-17.2005,-44.549
1367,-17.2005,-44.449
1368,-17.2005,-44.649
1369,-17.2005,-44.349
1370,-17.2005,-44.149
1371,-17.2005,-43.949
1372,-17.2005,-44.249
1373,-17.2005,-44.049
1374,-17.2005,-43.849
1375,-17.2005,-43.749
1376,-17.2005,-43.349
1377,-17.2005,-43.649
1378,-17.2005,-43.549
1379,-17.2005,-43.449
1380,-17.2005,-42.749
1381,-17.2005,-43.149
1382,-17.2005,-43.049
1383,-17.2005,-42.849
1384,-17.2005,-43.249
1385,-17.2005,-42.949
1386,-17.2005,-42.549
1387,-17.2005,-42.349
1388,-17.2005,-42.649
1389,-17.2005,-42.449
1390,-17.2005,-42.149
1391,-17.2005,-42.249
1392,-17.2005,-41.949
1393,-17.2005,-42.049
1394,-17.2005,-41.749
1395,-17.2005,-41.849
1396,-17.2005,-41.549
1397,-17.2005,-41.249
1398,-17.2005,-41.649
1399,-17.2005,-41.149
1400,-17.2005,-41.449
1401,-17.2005,-41.349
1402,-17.2005,-41.049
1403,-17.2005,-40.949
1404,-17.2005,-40.849
1405,-17.2005,-40.749
1406,-17.2005,-40.649
1407,-17.2005,-40.549
1408,-17.1005,-47.349
1409,-17.1005,-47.249
1410,-17.1005,-47.149
1411,-17.1005,-47.049
1412,-17.1005,-46.949
1413,-17.1005,-46.449
1414,-17.1005,-46.849
1415,-17.1005,-46.649
1416,-17.1005,-46.749
1417,-17.1005,-46.549
1418,-17.1005,-46.349
1419,-17.1005,-46.149
1420,-17.1005,-46.249
1421,-17.1005,-46.049
1422,-17.1005,-45.949
1423,-17.1005,-45.849
1424,-17.1005,-45.349
1425,-17.1005,-45.749
1426,-17.1005,-45.449
1427,-17.1005,-45.649
1428,-17.1005,-45.549
1429,-17.1005,-45.149
1430,-17.1005,-44.849
1431,-17.1005,-45.249
1432,-17.1005,-44.949
1433,-17.1005,-45.049
1434,-17.1005,-44.749
1435,-17.1005,-44.549
1436,-17.1005,-44.449
1437,-17.1005,-44.649
1438,-17.1005,-44.349
1439,-17.1005,-44.049
1440,-17.1005,-44.149
1441,-17.1005,-44.249
1442,-17.1005,-43.949
1443,-17.1005,-43.649
1444,-17.1005,-43.749
1445,-17.1005,-43.849
1446,-17.1005,-43.449
1447,-17.1005,-43.549
1448,-17.1005,-43.049
1449,-17.1005,-43.349
1450,-17.1005,-43.249
1451,-17.1005,-43.149
1452,-17.1005,-42.649
1453,-17.1005,-42.849
1454,-17.1005,-42.749
1455,-17.1005,-42.949
1456,-17.1005,-42.549
1457,-17.1005,-42.149
1458,-17.1005,-42.249
1459,-17.1005,-42.449
1460,-17.1005,-42.349
1461,-17.1005,-42.049
1462,-17.1005,-41.649
1463,-17.1005,-41.849
1464,-17.1005,-41.749
1465,-17.1005,-41.949
1466,-17.1005,-41.249
1467,-17.1005,-41.349
1468,-17.1005,-41.549
1469,-17.1005,-41.449
1470,-17.1005,-40.749
1471,-17.1005,-41.049
1472,-17.1005,-41.149
1473,-17.1005,-40.949
1474,-17.1005,-40.849
1475,-17.0005,-47.049
1476,-17.0005,-47.149
1477,-17.1005,-40.649
1478,-17.0005,-46.949
1479,-17.1005,-40.549
1480,-17.0005,-46.849
1481,-17.0005,-46.549
1482,-17.0005,-46.749
1483,-17.0005,-46.649
1484,-17.0005,-46.149
1485,-17.0005,-46.349
1486,-17.0005,-46.449
1487,-17.0005,-46.049
1488,-17.0005,-46.249
1489,-17.0005,-45.949
1490,-17.0005,-45.549
1491,-17.0005,-45.649
1492,-17.0005,-45.749
1493,-17.0005,-45.849
1494,-17.0005,-45.049
1495,-17.0005,-45.249
1496,-17.0005,-45.449
1497,-17.0005,-45.149
1498,-17.0005,-45.349
1499,-17.0005,-44.649
1500,-17.0005,-44.949
1501,-17.0005,-44.549
1502,-17.0005,-44.749
1503,-17.0005,-44.849
1504,-17.0005,-44.449
1505,-17.0005,-44.049
1506,-17.0005,-43.949
1507,-17.0005,-44.249
1508,-17.0005,-44.349
1509,-17.0005,-44.149
1510,-17.0005,-43.849
1511,-17.0005,-43.649
1512,-17.0005,-43.449
1513,-17.0005,-43.349
1514,-17.0005,-43.549
1515,-17.0005,-43.749
1516,-17.0005,-43.249
1517,-17.0005,-42.949
1518,-17.0005,-43.149
1519,-17.0005,-43.049
1520,-17.0005,-42.649
1521,-17.0005,-42.349
1522,-17.0005,-42.849
1523,-17.0005,-42.549
1524,-17.0005,-42.749
1525,-17.0005,-42.449
1526,-17.0005,-41.949
1527,-17.0005,-42.249
1528,-17.0005,-42.149
1529,-17.0005,-42.049
1530,-17.0005,-41.649
1531,-17.0005,-41.749
1532,-17.0005,-41.449
1533,-17.0005,-41.849
1534,-17.0005,-41.349
1535,-17.0005,-41.549
1536,-17.0005,-41.249
1537,-17.0005,-41.149
1538,-17.0005,-41.049
1539,-17.0005,-40.949
1540,-17.0005,-40.549
1541,-16.9005,-47.249
1542,-17.0005,-40.649
1543,-17.0005,-40.849
1544,-17.0005,-40.749
1545,-16.9005,-47.149
1546,-16.9005,-46.849
1547,-16.9005,-46.749
1548,-16.9005,-46.949
1549,-16.9005,-47.049
1550,-16.9005,-46.449
1551,-16.9005,-46.349
1552,-16.9005,-46.249
1553,-16.9005,-46.649
1554,-16.9005,-46.549
1555,-16.9005,-45.849
1556,-16.9005,-45.749
1557,-16.9005,-45.949
1558,-16.9005,-46.149
1559,-16.9005,-46.049
1560,-16.9005,-45.349
1561,-16.9005,-45.549
1562,-16.9005,-45.649
1563,-16.9005,-45.249
1564,-16.9005,-45.449
1565,-16.9005,-44.849
1566,-16.9005,-44.949
1567,-16.9005,-45.149
1568,-16.9005,-44.749
1569,-16.9005,-45.049
1570,-16.9005,-44.549
1571,-16.9005,-44.449
1572,-16.9005,-44.149
1573,-16.9005,-44.349
1574,-16.9005,-44.649
1575,-16.9005,-44.249
1576,-16.9005,-44.049
1577,-16.9005,-43.949
1578,-16.9005,-43.849
1579,-16.9005,-43.749
1580,-16.9005,-43.649
1581,-16.9005,-43.549
1582,-16.9005,-43.249
1583,-16.9005,-43.149
1584,-16.9005,-43.049
1585,-16.9005,-43.449
1586,-16.9005,-43.349
1587,-16.9005,-42.549
1588,-16.9005,-42.849
1589,-16.9005,-42.649
1590,-16.9005,-42.949
1591,-16.9005,-42.749
1592,-16.9005,-42.249
1593,-16.9005,-42.449
1594,-16.9005,-42.149
1595,-16.9005,-42.349
1596,-16.9005,-41.849
1597,-16.9005,-41.749
1598,-16.9005,-41.649
1599,-16.9005,-41.949
1600,-16.9005,-42.049
1601,-16.9005,-41.449
1602,-16.9005,-41.149
1603,-16.9005,-41.249
1604,-16.9005,-41.349
1605,-16.9005,-41.549
1606,-16.9005,-40.749
1607,-16.9005,-40.849
1608,-16.9005,-41.049
1609,-16.9005,-40.949
1610,-16.9005,-40.649
1611,-16.9005,-40.449
1612,-16.8005,-47.249
1613,-16.9005,-40.249
1614,-16.9005,-40.349
1615,-16.9005,-40.549
1616,-16.8005,-47.149
1617,-16.8005,-46.749
1618,-16.8005,-46.649
1619,-16.8005,-46.949
1620,-16.8005,-46.849
1621,-16.8005,-47.049
1622,-16.8005,-46.349
1623,-16.8005,-46.549
1624,-16.8005,-46.249
1625,-16.8005,-46.149
1626,-16.8005,-46.449
1627,-16.8005,-45.849
1628,-16.8005,-45.649
1629,-16.8005,-45.949
1630,-16.8005,-45.749
1631,-16.8005,-46.049
1632,-16.8005,-45.349
1633,-16.8005,-45.149
1634,-16.8005,-45.249
1635,-16.8005,-45.549
1636,-16.8005,-45.449
1637,-16.8005,-44.749
1638,-16.8005,-44.949
1639,-16.8005,-44.649
1640,-16.8005,-45.049
1641,-16.8005,-44.849
1642,-16.8005,-44.449
1643,-16.8005,-44.549
1644,-16.8005,-44.349
1645,-16.8005,-44.249
1646,-16.8005,-44.149
1647,-16.8005,-43.849
1648,-16.8005,-43.749
1649,-16.8005,-44.049
1650,-16.8005,-43.949
1651,-16.8005,-43.349
1652,-16.8005,-43.549
1653,-16.8005,-43.249
1654,-16.8005,-43.649
1655,-16.8005,-43.449
1656,-16.8005,-43.149
1657,-16.8005,-42.849
1658,-16.8005,-42.949
1659,-16.8005,-42.649
1660,-16.8005,-43.049
1661,-16.8005,-42.749
1662,-16.8005,-42.549
1663,-16.8005,-42.249
1664,-16.8005,-42.349
1665,-16.8005,-42.449
1666,-16.8005,-42.149
1667,-16.8005,-42.049
1668,-16.8005,-41.749
1669,-16.8005,-41.949
1670,-16.8005,-41.849
1671,-16.8005,-41.349
1672,-16.8005,-41.649
1673,-16.8005,-41.249
1674,-16.8005,-41.549
1675,-16.8005,-41.449
1676,-16.8005,-41.149
1677,-16.8005,-40.749
1678,-16.8005,-40.949
1679,-16.8005,-40.849
1680,-16.8005,-41.049
1681,-16.8005,-40.649
1682,-16.8005,-40.549
1683,-16.8005,-40.249
1684,-16.8005,-40.349
1685,-16.8005,-40.449
1686,-16.7005,-47.049
1687,-16.7005,-47.149
1688,-16.7005,-46.949
1689,-16.7005,-47.249
1690,-16.7005,-46.549
1691,-16.7005,-46.849
1692,-16.7005,-46.449
1693,-16.7005,-46.749
1694,-16.7005,-46.649
1695,-16.7005,-46.149
1696,-16.7005,-46.049
1697,-16.7005,-46.349
1698,-16.7005,-46.249
1699,-16.7005,-45.849
1700,-16.7005,-45.949
1701,-16.7005,-45.749
1702,-16.7005,-45.449
1703,-16.7005,-45.649
1704,-16.7005,-45.549
1705,-16.7005,-44.849
1706,-16.7005,-45.049
1707,-16.7005,-45.149
1708,-16.7005,-45.349
1709,-16.7005,-44.949
1710,-16.7005,-45.249
1711,-16.7005,-44.749
1712,-16.7005,-44.549
1713,-16.7005,-44.449
1714,-16.7005,-44.349
1715,-16.7005,-44.649
1716,-16.7005,-44.149
1717,-16.7005,-44.049
1718,-16.7005,-43.949
1719,-16.7005,-44.249
1720,-16.7005,-43.749
1721,-16.7005,-43.449
1722,-16.7005,-43.549
1723,-16.7005,-43.849
1724,-16.7005,-43.649
1725,-16.7005,-42.949
1726,-16.7005,-43.249
1727,-16.7005,-43.349
1728,-16.7005,-43.049
1729,-16.7005,-43.149
1730,-16.7005,-42.749
1731,-16.7005,-42.649
1732,-16.7005,-42.849
1733,-16.7005,-42.449
1734,-16.7005,-42.549
1735,-16.7005,-42.049
1736,-16.7005,-42.349
1737,-16.7005,-42.149
1738,-16.7005,-41.949
1739,-16.7005,-42.249
1740,-16.7005,-41.649
1741,-16.7005,-41.349
1742,-16.7005,-41.449
1743,-16.7005,-41.849
1744,-16.7005,-41.549
1745,-16.7005,-41.749
1746,-16.7005,-41.249
1747,-16.7005,-41.149
1748,-16.7005,-41.049
1749,-16.7005,-40.949
1750,-16.7005,-40.849
1751,-16.7005,-40.349
1752,-16.7005,-40.449
1753,-16.7005,-40.649
1754,-16.7005,-40.749
1755,-16.7005,-40.549
1756,-16.6005,-47.449
1757,-16.6005,-47.149
1758,-16.6005,-47.249
1759,-16.6005,-47.349
1760,-16.7005,-40.249
1761,-16.6005,-46.849
1762,-16.6005,-46.949
1763,-16.6005,-46.749
1764,-16.6005,-47.049
1765,-16.6005,-46.649
1766,-16.6005,-46.349
1767,-16.6005,-46.249
1768,-16.6005,-46.149
1769,-16.6005,-46.449
1770,-16.6005,-46.549
1771,-16.6005,-46.049
1772,-16.6005,-45.849
1773,-16.6005,-45.749
1774,-16.6005,-45.949
1775,-16.6005,-45.649
1776,-16.6005,-45.349
1777,-16.6005,-45.449
1778,-16.6005,-45.249
1779,-16.6005,-45.549
1780,-16.6005,-45.149
1781,-16.6005,-44.949
1782,-16.6005,-45.049
1783,-16.6005,-44.849
1784,-16.6005,-44.649
1785,-16.6005,-44.549
1786,-16.6005,-44.749
1787,-16.6005,-44.449
1788,-16.6005,-44.349
1789,-16.6005,-44.249
1790,-16.6005,-44.049
1791,-16.6005,-44.149
1792,-16.6005,-43.949
1793,-16.6005,-43.849
1794,-16.6005,-43.649
1795,-16.6005,-43.549
1796,-16.6005,-43.449
1797,-16.6005,-43.749
1798,-16.6005,-43.149
1799,-16.6005,-42.949
1800,-16.6005,-43.349
1801,-16.6005,-43.249
1802,-16.6005,-43.049
1803,-16.6005,-42.449
1804,-16.6005,-42.849
1805,-16.6005,-42.549
1806,-16.6005,-42.749
1807,-16.6005,-42.649
1808,-16.6005,-42.249
1809,-16.6005,-41.949
1810,-16.6005,-42.049
1811,-16.6005,-42.149
1812,-16.6005,-42.349
1813,-16.6005,-41.549
1814,-16.6005,-41.649
1815,-16.6005,-41.849
1816,-16.6005,-41.749
1817,-16.6005,-41.349
1818,-16.6005,-41.449
1819,-16.6005,-41.049
1820,-16.6005,-41.249
1821,-16.6005,-41.149
1822,-16.6005,-40.949
1823,-16.6005,-40.749
1824,-16.6005,-40.849
1825,-16.6005,-40.649
1826,-16.6005,-40.149
1827,-16.6005,-40.449
1828,-16.6005,-40.249
1829,-16.6005,-40.549
1830,-16.6005,-40.349
1831,-16.5005,-47.349
1832,-16.5005,-47.249
1833,-16.5005,-47.049
1834,-16.5005,-47.449
1835,-16.5005,-47.149
1836,-16.5005,-46.749
1837,-16.5005,-46.949
1838,-16.5005,-46.549
1839,-16.5005,-46.849
1840,-16.5005,-46.649
1841,-16.5005,-46.049
1842,-16.5005,-46.249
1843,-16.5005,-46.449
1844,-16.5005,-46.149
1845,-16.5005,-46.349
1846,-16.5005,-45.649
1847,-16.5005,-45.749
1848,-16.5005,-45.849
1849,-16.5005,-45.949
1850,-16.5005,-45.549
1851,-16.5005,-45.349
1852,-16.5005,-45.449
1853,-16.5005,-45.249
1854,-16.5005,-45.149
1855,-16.5005,-44.549
1856,-16.5005,-45.049
1857,-16.5005,-44.849
1858,-16.5005,-44.949
1859,-16.5005,-44.649
1860,-16.5005,-44.749
1861,-16.5005,-44.149
1862,-16.5005,-44.249
1863,-16.5005,-44.049
1864,-16.5005,-44.449
1865,-16.5005,-44.349
1866,-16.5005,-43.949
1867,-16.5005,-43.649
1868,-16.5005,-43.849
1869,-16.5005,-43.749
1870,-16.5005,-43.149
1871,-16.5005,-43.249
1872,-16.5005,-43.449
1873,-16.5005,-43.549
1874,-16.5005,-43.349
1875,-16.5005,-42.949
1876,-16.5005,-42.649
1877,-16.5005,-42.849
1878,-16.5005,-42.749
1879,-16.5005,-43.049
1880,-16.5005,-42.349
1881,-16.5005,-42.449
1882,-16.5005,-42.549
1883,-16.5005,-42.249
1884,-16.5005,-41.749
1885,-16.5005,-41.949
1886,-16.5005,-41.849
1887,-16.5005,-42.049
1888,-16.5005,-42.149
1889,-16.5005,-41.549
1890,-16.5005,-41.649
1891,-16.5005,-41.449
1892,-16.5005,-41.249
1893,-16.5005,-41.349
1894,-16.5005,-40.949
1895,-16.5005,-40.749
1896,-16.5005,-41.149
1897,-16.5005,-40.849
1898,-16.5005,-41.049
1899,-16.5005,-40.449
1900,-16.5005,-40.249
1901,-16.5005,-40.649
1902,-16.5005,-40.549
1903,-16.5005,-40.349
1904,-16.4005,-47.349
1905,-16.5005,-40.149
1906,-16.5005,-40.049
1907,-16.4005,-47.249
1908,-16.4005,-47.449
1909,-16.4005,-46.849
1910,-16.4005,-47.049
1911,-16.4005,-46.749
1912,-16.4005,-46.949
1913,-16.4005,-47.149
1914,-16.4005,-46.649
1915,-16.4005,-46.449
1916,-16.4005,-46.249
1917,-16.4005,-46.549
1918,-16.4005,-46.349
1919,-16.4005,-46.049
1920,-16.4005,-45.949
1921,-16.4005,-45.749
1922,-16.4005,-46.149
1923,-16.4005,-45.849
1924,-16.4005,-45.649
1925,-16.4005,-45.449
1926,-16.4005,-45.249
1927,-16.4005,-45.349
1928,-16.4005,-45.549
1929,-16.4005,-44.949
1930,-16.4005,-45.049
1931,-16.4005,-44.849
1932,-16.4005,-45.149
1933,-16.4005,-44.549
1934,-16.4005,-44.249
1935,-16.4005,-44.749
1936,-16.4005,-44.649
1937,-16.4005,-44.449
1938,-16.4005,-44.349
1939,-16.4005,-43.849
1940,-16.4005,-43.749
1941,-16.4005,-44.149
1942,-16.4005,-44.049
1943,-16.4005,-43.949
1944,-16.4005,-43.649
1945,-16.4005,-43.449
1946,-16.4005,-43.349
1947,-16.4005,-43.549
1948,-16.4005,-43.149
1949,-16.4005,-43.249
1950,-16.4005,-43.049
1951,-16.4005,-42.849
1952,-16.4005,-42.949
1953,-16.4005,-42.649
1954,-16.4005,-42.549
1955,-16.4005,-42.749
1956,-16.4005,-42.449
1957,-16.4005,-42.049
1958,-16.4005,-42.249
1959,-16.4005,-41.949
1960,-16.4005,-41.849
1961,-16.4005,-42.149
1962,-16.4005,-42.349
1963,-16.4005,-41.449
1964,-16.4005,-41.349
1965,-16.4005,-41.649
1966,-16.4005,-41.549
1967,-16.4005,-41.749
1968,-16.4005,-41.149
1969,-16.4005,-40.949
1970,-16.4005,-41.049
1971,-16.4005,-40.849
1972,-16.4005,-41.249
1973,-16.4005,-40.749
1974,-16.4005,-40.649
1975,-16.4005,-40.449
1976,-16.4005,-40.549
1977,-16.4005,-40.349
1978,-16.3005,-47.349
1979,-16.4005,-40.149
1980,-16.4005,-40.049
1981,-16.4005,-40.249
1982,-16.3005,-46.949
1983,-16.3005,-47.249
1984,-16.3005,-47.049
1985,-16.3005,-47.149
1986,-16.3005,-46.749
1987,-16.3005,-46.849
1988,-16.3005,-46.549
1989,-16.3005,-46.649
1990,-16.3005,-46.349
1991,-16.3005,-46.449
1992,-16.3005,-46.249
1993,-16.3005,-46.149
1994,-16.3005,-45.949
1995,-16.3005,-45.849
1996,-16.3005,-46.049
1997,-16.3005,-45.749
1998,-16.3005,-45.549
1999,-16.3005,-45.649
2000,-19.0005,-41.649
2001,-19.0005,-41.749
2002,-19.0005,-41.549
2003,-19.0005,-41.849
2004,-19.0005,-41.449
2005,-19.0005,-41.349
2006,-19.0005,-41.249
2007,-18.9005,-50.549
2008,-19.0005,-41.049
2009,-18.9005,-50.349
2010,-18.9005,-50.449
2011,-19.0005,-41.149
2012,-18.9005,-49.849
2013,-18.9005,-50.149
2014,-18.9005,-49.749
2015,-18.9005,-50.249
2016,-18.9005,-49.649
2017,-18.9005,-50.049
2018,-18.9005,-49.949
2019,-18.9005,-49.349
2020,-18.9005,-49.549
2021,-18.9005,-49.049
2022,-18.9005,-49.449
2023,-18.9005,-49.149
2024,-18.9005,-49.249
2025,-18.9005,-48.849
2026,-18.9005,-48.949
2027,-18.9005,-48.649
2028,-18.9005,-48.549
2029,-18.9005,-48.749
2030,-18.9005,-48.449
2031,-18.9005,-48.249
2032,-18.9005,-48.349
2033,-18.9005,-47.949
2034,-18.9005,-47.749
2035,-18.9005,-48.049
2036,-18.9005,-47.849
2037,-18.9005,-48.149
2038,-18.9005,-47.649
2039,-18.9005,-47.349
2040,-18.9005,-47.449
2041,-18.9005,-47.249
2042,-18.9005,-47.549
2043,-18.9005,-46.949
2044,-18.9005,-47.149
2045,-18.9005,-47.049
2046,-18.9005,-46.549
2047,-18.9005,-46.449
2048,-18.9005,-46.849
2049,-18.9005,-46.749
2050,-18.9005,-46.649
2051,-18.9005,-46.349
2052,-18.9005,-45.949
2053,-18.9005,-46.149
2054,-18.9005,-45.849
2055,-18.9005,-46.249
2056,-18.9005,-46.049
2057,-18.9005,-45.749
2058,-18.9005,-45.549
2059,-18.9005,-45.649
2060,-18.9005,-45.349
2061,-18.9005,-45.449
2062,-18.9005,-45.249
2063,-18.9005,-45.149
2064,-18.9005,-44.949
2065,-18.9005,-45.049
